istNo;tarih;enDusuk;enYuksek;hadise;enDusukNem;enYuksekNem;ruzgarYon;ruzgarHiz
96902;2024-06-10T00:00:00.000Z;10;22;KGY;53;94;352;11
96902;2024-06-11T00:00:00.000Z;7;24;PB;46;96;354;12
96902;2024-06-12T00:00:00.000Z;9;26;AB;40;87;2;13
96902;2024-06-13T00:00:00.000Z;9;26;AB;33;75;358;19
96902;2024-06-14T00:00:00.000Z;9;28;AB;30;65;357;13
96903;2024-06-10T00:00:00.000Z;9;20;KGY;54;96;3;10
96903;2024-06-11T00:00:00.000Z;9;24;PB;31;96;310;16
96903;2024-06-12T00:00:00.000Z;10;25;AB;25;90;335;15
96903;2024-06-13T00:00:00.000Z;11;26;AB;26;78;335;16
96903;2024-06-14T00:00:00.000Z;12;27;AB;22;80;353;15
96901;2024-06-10T00:00:00.000Z;10;22;KGY;52;96;321;10
96901;2024-06-11T00:00:00.000Z;9;25;PB;34;92;340;13
96901;2024-06-12T00:00:00.000Z;10;26;AB;35;83;352;15
96901;2024-06-13T00:00:00.000Z;10;27;AB;25;76;348;18
96901;2024-06-14T00:00:00.000Z;12;28;AB;26;67;340;14
91102;2024-06-10T00:00:00.000Z;14;34;A;23;77;334;13
91102;2024-06-11T00:00:00.000Z;16;36;SCK;20;68;329;14
91102;2024-06-12T00:00:00.000Z;18;36;SCK;22;51;333;13
91102;2024-06-13T00:00:00.000Z;19;37;SCK;19;52;315;17
91102;2024-06-14T00:00:00.000Z;18;37;MSY;22;63;266;18
91103;2024-06-10T00:00:00.000Z;12;38;SCK;20;92;360;13
91103;2024-06-11T00:00:00.000Z;15;40;SCK;16;72;328;13
91103;2024-06-12T00:00:00.000Z;18;40;SCK;18;47;287;16
91103;2024-06-13T00:00:00.000Z;19;41;SCK;18;51;278;14
91103;2024-06-14T00:00:00.000Z;19;41;MSY;20;68;292;17
91101;2024-06-10T00:00:00.000Z;17;35;SCK;24;74;330;11
91101;2024-06-11T00:00:00.000Z;20;37;SCK;20;64;321;11
91101;2024-06-12T00:00:00.000Z;21;37;SCK;23;47;303;12
91101;2024-06-13T00:00:00.000Z;22;38;SCK;22;55;317;13
91101;2024-06-14T00:00:00.000Z;22;37;GSY;26;60;284;13
91104;2024-06-10T00:00:00.000Z;17;39;SCK;15;76;338;9
91104;2024-06-11T00:00:00.000Z;19;41;SCK;14;68;303;10
91104;2024-06-12T00:00:00.000Z;21;41;SCK;18;51;267;13
91104;2024-06-13T00:00:00.000Z;22;43;SCK;16;55;288;13
91104;2024-06-14T00:00:00.000Z;23;41;MSY;17;63;263;12
91105;2024-06-10T00:00:00.000Z;13;32;A;29;81;311;11
91105;2024-06-11T00:00:00.000Z;17;34;A;25;66;304;12
91105;2024-06-12T00:00:00.000Z;19;35;AB;27;52;305;11
91105;2024-06-13T00:00:00.000Z;19;34;PB;26;55;296;15
91105;2024-06-14T00:00:00.000Z;18;34;MSY;28;73;283;15
91106;2024-06-10T00:00:00.000Z;18;34;A;22;76;350;9
91106;2024-06-11T00:00:00.000Z;20;36;SCK;19;68;327;13
91106;2024-06-12T00:00:00.000Z;22;36;SCK;21;47;324;14
91106;2024-06-13T00:00:00.000Z;23;37;SCK;20;50;314;17
91106;2024-06-14T00:00:00.000Z;23;37;MSY;21;58;301;15
91107;2024-06-10T00:00:00.000Z;13;34;A;22;95;289;7
91107;2024-06-11T00:00:00.000Z;15;37;SCK;20;78;304;11
91107;2024-06-12T00:00:00.000Z;17;37;SCK;20;58;286;15
91107;2024-06-13T00:00:00.000Z;18;38;SCK;20;62;304;13
91107;2024-06-14T00:00:00.000Z;19;37;MSY;23;61;244;15
91108;2024-06-10T00:00:00.000Z;17;38;SCK;19;89;340;5
91108;2024-06-11T00:00:00.000Z;19;40;SCK;17;73;283;12
91108;2024-06-12T00:00:00.000Z;21;41;SCK;19;58;296;12
91108;2024-06-13T00:00:00.000Z;22;41;SCK;19;61;292;14
91108;2024-06-14T00:00:00.000Z;23;40;MSY;21;59;88;6
91206;2024-06-10T00:00:00.000Z;13;26;GSY;45;93;345;9
91206;2024-06-11T00:00:00.000Z;14;28;PB;33;92;317;10
91206;2024-06-12T00:00:00.000Z;15;30;AB;25;85;320;12
91206;2024-06-13T00:00:00.000Z;15;31;AB;20;80;333;13
91206;2024-06-14T00:00:00.000Z;15;31;AB;20;70;321;12
91202;2024-06-10T00:00:00.000Z;13;31;GSY;24;71;207;14
91202;2024-06-11T00:00:00.000Z;13;33;PB;23;69;18;12
91202;2024-06-12T00:00:00.000Z;14;34;AB;19;65;343;10
91202;2024-06-13T00:00:00.000Z;14;35;SCK;15;56;339;13
91202;2024-06-14T00:00:00.000Z;15;36;SCK;15;48;329;12
91203;2024-06-10T00:00:00.000Z;9;23;GSY;34;96;224;15
91203;2024-06-11T00:00:00.000Z;10;25;PB;36;95;327;8
91203;2024-06-12T00:00:00.000Z;11;26;AB;30;89;342;11
91203;2024-06-13T00:00:00.000Z;12;27;AB;24;80;340;10
91203;2024-06-14T00:00:00.000Z;13;28;AB;26;69;337;8
91204;2024-06-10T00:00:00.000Z;13;26;GSY;39;87;5;14
91204;2024-06-11T00:00:00.000Z;13;28;PB;28;88;349;8
91204;2024-06-12T00:00:00.000Z;14;30;AB;21;85;348;11
91204;2024-06-13T00:00:00.000Z;15;31;AB;17;71;356;12
91204;2024-06-14T00:00:00.000Z;15;31;AB;17;61;346;10
91201;2024-06-10T00:00:00.000Z;16;30;GSY;29;74;327;11
91201;2024-06-11T00:00:00.000Z;16;31;PB;24;70;348;12
91201;2024-06-12T00:00:00.000Z;17;32;AB;18;61;328;14
91201;2024-06-13T00:00:00.000Z;19;34;AB;14;47;329;16
91201;2024-06-14T00:00:00.000Z;20;34;AB;15;41;317;14
91205;2024-06-10T00:00:00.000Z;13;28;GSY;29;59;219;13
91205;2024-06-11T00:00:00.000Z;13;29;PB;30;67;252;8
91205;2024-06-12T00:00:00.000Z;13;30;AB;31;69;203;8
91205;2024-06-13T00:00:00.000Z;15;32;AB;23;58;221;8
91205;2024-06-14T00:00:00.000Z;15;32;AB;21;53;208;9
91207;2024-06-10T00:00:00.000Z;13;22;GSY;42;85;10;13
91207;2024-06-11T00:00:00.000Z;15;25;PB;32;83;19;9
91207;2024-06-12T00:00:00.000Z;16;27;AB;26;77;16;9
91207;2024-06-13T00:00:00.000Z;16;28;AB;23;65;325;11
91207;2024-06-14T00:00:00.000Z;18;28;AB;21;59;24;10
91208;2024-06-10T00:00:00.000Z;10;24;GSY;57;96;8;9
91208;2024-06-11T00:00:00.000Z;10;26;PB;41;95;9;8
91208;2024-06-12T00:00:00.000Z;12;28;AB;30;87;336;10
91208;2024-06-13T00:00:00.000Z;12;29;AB;25;74;336;11
91208;2024-06-14T00:00:00.000Z;12;30;AB;24;69;340;9
92202;2024-06-10T00:00:00.000Z;18;34;PB;52;76;248;13
92202;2024-06-11T00:00:00.000Z;21;34;AB;48;76;236;11
92202;2024-06-12T00:00:00.000Z;21;35;SCK;55;85;234;11
92202;2024-06-13T00:00:00.000Z;22;36;SCK;46;71;57;17
92202;2024-06-14T00:00:00.000Z;22;36;SCK;38;83;51;20
92203;2024-06-10T00:00:00.000Z;17;37;PB;22;72;118;12
92203;2024-06-11T00:00:00.000Z;20;38;SCK;23;55;213;20
92203;2024-06-12T00:00:00.000Z;21;38;SCK;23;70;90;15
92203;2024-06-13T00:00:00.000Z;21;38;SCK;21;54;222;25
92203;2024-06-14T00:00:00.000Z;21;33;GSY;39;61;9;17
92205;2024-06-10T00:00:00.000Z;18;37;SCK;25;77;206;12
92205;2024-06-11T00:00:00.000Z;21;37;SCK;25;53;224;17
92205;2024-06-12T00:00:00.000Z;21;38;SCK;27;86;231;12
92205;2024-06-13T00:00:00.000Z;22;38;SCK;25;74;230;18
92205;2024-06-14T00:00:00.000Z;23;36;SCK;29;72;8;15
92206;2024-06-10T00:00:00.000Z;18;38;PB;23;63;195;12
92206;2024-06-11T00:00:00.000Z;20;38;SCK;23;54;203;21
92206;2024-06-12T00:00:00.000Z;20;38;SCK;24;66;67;15
92206;2024-06-13T00:00:00.000Z;20;38;SCK;22;55;213;18
92206;2024-06-14T00:00:00.000Z;20;33;GSY;39;65;9;26
92207;2024-06-10T00:00:00.000Z;17;36;PB;26;75;193;11
92207;2024-06-11T00:00:00.000Z;20;37;SCK;27;69;210;22
92207;2024-06-12T00:00:00.000Z;20;38;SCK;28;71;212;13
92207;2024-06-13T00:00:00.000Z;21;38;SCK;27;63;221;21
92207;2024-06-14T00:00:00.000Z;21;34;GSY;37;60;360;18
92201;2024-06-10T00:00:00.000Z;19;38;PB;22;71;113;14
92201;2024-06-11T00:00:00.000Z;22;40;SCK;21;48;206;17
92201;2024-06-12T00:00:00.000Z;22;40;SCK;23;70;60;15
92201;2024-06-13T00:00:00.000Z;23;40;SCK;20;62;217;22
92201;2024-06-14T00:00:00.000Z;23;34;GSY;37;63;8;24
92209;2024-06-10T00:00:00.000Z;17;36;PB;24;66;180;11
92209;2024-06-11T00:00:00.000Z;20;38;SCK;25;60;198;21
92209;2024-06-12T00:00:00.000Z;20;38;SCK;23;66;238;15
92209;2024-06-13T00:00:00.000Z;20;38;SCK;23;51;227;22
92209;2024-06-14T00:00:00.000Z;21;32;GSY;44;66;358;27
92208;2024-06-10T00:00:00.000Z;17;36;PB;24;75;209;11
92208;2024-06-11T00:00:00.000Z;22;37;SCK;25;42;216;22
92208;2024-06-12T00:00:00.000Z;21;38;SCK;26;73;210;13
92208;2024-06-13T00:00:00.000Z;22;38;SCK;23;58;229;25
92208;2024-06-14T00:00:00.000Z;22;33;GSY;36;63;352;17
92204;2024-06-10T00:00:00.000Z;18;35;SCK;26;81;242;10
92204;2024-06-11T00:00:00.000Z;21;34;SCK;28;69;229;18
92204;2024-06-12T00:00:00.000Z;22;36;SCK;31;78;240;13
92204;2024-06-13T00:00:00.000Z;23;36;SCK;28;62;243;20
92204;2024-06-14T00:00:00.000Z;23;33;PB;32;76;21;18
92812;2024-06-10T00:00:00.000Z;9;23;KGY;50;96;339;18
92812;2024-06-11T00:00:00.000Z;6;27;PB;40;93;332;17
92812;2024-06-12T00:00:00.000Z;7;29;AB;29;87;338;15
92812;2024-06-13T00:00:00.000Z;7;29;AB;28;74;340;17
92812;2024-06-14T00:00:00.000Z;8;31;AB;26;79;346;16
92813;2024-06-10T00:00:00.000Z;20;26;KGY;63;88;332;12
92813;2024-06-11T00:00:00.000Z;20;26;PB;71;88;49;9
92813;2024-06-12T00:00:00.000Z;20;27;AB;68;91;61;10
92813;2024-06-13T00:00:00.000Z;22;28;AB;59;89;55;9
92813;2024-06-14T00:00:00.000Z;22;29;AB;61;86;67;10
92814;2024-06-10T00:00:00.000Z;19;29;KGY;64;94;340;9
92814;2024-06-11T00:00:00.000Z;19;30;PB;56;86;4;8
92814;2024-06-12T00:00:00.000Z;19;31;AB;49;83;12;8
92814;2024-06-13T00:00:00.000Z;20;32;AB;41;79;4;8
92814;2024-06-14T00:00:00.000Z;21;34;AB;39;78;9;8
92810;2024-06-10T00:00:00.000Z;17;28;KGY;66;92;310;10
92810;2024-06-11T00:00:00.000Z;15;30;PB;56;87;317;8
92810;2024-06-12T00:00:00.000Z;16;32;AB;55;82;336;8
92810;2024-06-13T00:00:00.000Z;17;33;AB;45;84;326;7
92810;2024-06-14T00:00:00.000Z;18;35;AB;41;71;328;7
92815;2024-06-10T00:00:00.000Z;20;28;KGY;68;93;165;11
92815;2024-06-11T00:00:00.000Z;18;29;PB;71;93;34;8
92815;2024-06-12T00:00:00.000Z;19;29;AB;71;93;25;11
92815;2024-06-13T00:00:00.000Z;19;30;AB;58;94;10;9
92815;2024-06-14T00:00:00.000Z;20;31;AB;58;93;28;9
92816;2024-06-10T00:00:00.000Z;20;26;KGY;70;87;261;19
92816;2024-06-11T00:00:00.000Z;21;24;PB;69;89;54;10
92816;2024-06-12T00:00:00.000Z;21;25;AB;81;88;47;15
92816;2024-06-13T00:00:00.000Z;22;27;AB;66;88;43;11
92816;2024-06-14T00:00:00.000Z;22;27;AB;65;84;51;13
92802;2024-06-10T00:00:00.000Z;17;26;KGY;66;90;247;18
92802;2024-06-11T00:00:00.000Z;18;26;PB;73;92;9;8
92802;2024-06-12T00:00:00.000Z;19;28;AB;77;91;41;12
92802;2024-06-13T00:00:00.000Z;19;28;AB;68;90;37;8
92802;2024-06-14T00:00:00.000Z;19;29;AB;70;85;49;10
92811;2024-06-10T00:00:00.000Z;16;27;KGY;64;93;307;11
92811;2024-06-11T00:00:00.000Z;15;28;PB;66;94;346;8
92811;2024-06-12T00:00:00.000Z;17;30;AB;65;92;359;9
92811;2024-06-13T00:00:00.000Z;18;31;AB;50;92;354;8
92811;2024-06-14T00:00:00.000Z;19;33;AB;51;88;355;7
92803;2024-06-10T00:00:00.000Z;19;25;KGY;70;89;179;10
92803;2024-06-11T00:00:00.000Z;19;26;PB;69;89;16;8
92803;2024-06-12T00:00:00.000Z;19;27;AB;68;95;38;9
92803;2024-06-13T00:00:00.000Z;21;28;AB;60;94;35;8
92803;2024-06-14T00:00:00.000Z;21;29;AB;56;93;47;8
92801;2024-06-10T00:00:00.000Z;20;26;PB;66;86;333;9
92801;2024-06-11T00:00:00.000Z;19;26;PB;69;85;29;8
92801;2024-06-12T00:00:00.000Z;19;27;AB;68;91;48;9
92801;2024-06-13T00:00:00.000Z;21;28;AB;62;89;40;8
92801;2024-06-14T00:00:00.000Z;22;29;AB;62;88;54;9
92806;2024-06-10T00:00:00.000Z;19;26;KGY;64;87;328;14
92806;2024-06-11T00:00:00.000Z;20;26;PB;71;88;53;10
92806;2024-06-12T00:00:00.000Z;20;26;AB;68;92;67;12
92806;2024-06-13T00:00:00.000Z;21;27;AB;62;90;63;10
92806;2024-06-14T00:00:00.000Z;22;29;AB;66;88;75;12
92805;2024-06-10T00:00:00.000Z;18;26;KGY;70;93;159;13
92805;2024-06-11T00:00:00.000Z;17;26;PB;70;92;36;10
92805;2024-06-12T00:00:00.000Z;18;28;AB;72;92;30;13
92805;2024-06-13T00:00:00.000Z;19;28;AB;61;94;10;10
92805;2024-06-14T00:00:00.000Z;19;29;AB;59;93;31;11
92807;2024-06-10T00:00:00.000Z;16;28;KGY;67;92;306;9
92807;2024-06-11T00:00:00.000Z;15;30;PB;69;91;12;8
92807;2024-06-12T00:00:00.000Z;16;31;AB;68;94;24;8
92807;2024-06-13T00:00:00.000Z;17;32;AB;56;93;10;7
92807;2024-06-14T00:00:00.000Z;18;34;AB;48;91;32;7
92808;2024-06-10T00:00:00.000Z;13;27;KGY;47;95;345;14
92808;2024-06-11T00:00:00.000Z;10;30;PB;40;90;300;11
92808;2024-06-12T00:00:00.000Z;11;32;AB;32;82;359;11
92808;2024-06-13T00:00:00.000Z;12;33;AB;28;70;333;12
92808;2024-06-14T00:00:00.000Z;13;34;AB;26;68;356;11
92809;2024-06-10T00:00:00.000Z;16;28;KGY;65;90;280;12
92809;2024-06-11T00:00:00.000Z;14;29;PB;60;89;342;7
92809;2024-06-12T00:00:00.000Z;15;31;AB;63;88;344;7
92809;2024-06-13T00:00:00.000Z;17;32;AB;53;87;333;6
92809;2024-06-14T00:00:00.000Z;17;33;AB;49;81;144;7
92804;2024-06-10T00:00:00.000Z;12;24;KGY;37;87;19;15
92804;2024-06-11T00:00:00.000Z;12;29;PB;31;76;13;12
92804;2024-06-12T00:00:00.000Z;13;31;AB;23;72;358;13
92804;2024-06-13T00:00:00.000Z;15;31;AB;23;62;3;12
92804;2024-06-14T00:00:00.000Z;16;32;AB;22;62;10;13
92902;2024-06-10T00:00:00.000Z;11;23;KGY;44;91;360;16
92902;2024-06-11T00:00:00.000Z;9;27;PB;33;89;359;17
92902;2024-06-12T00:00:00.000Z;11;28;AB;29;79;358;17
92902;2024-06-13T00:00:00.000Z;12;30;AB;23;61;353;16
92902;2024-06-14T00:00:00.000Z;13;31;AB;21;65;352;16
92905;2024-06-10T00:00:00.000Z;10;20;KGY;50;96;340;15
92905;2024-06-11T00:00:00.000Z;8;24;PB;35;96;338;17
92905;2024-06-12T00:00:00.000Z;9;26;AB;26;88;326;18
92905;2024-06-13T00:00:00.000Z;11;27;AB;23;70;329;17
92905;2024-06-14T00:00:00.000Z;11;28;AB;20;73;335;16
92906;2024-06-10T00:00:00.000Z;12;23;KGY;63;96;324;12
92906;2024-06-11T00:00:00.000Z;10;26;PB;53;96;327;12
92906;2024-06-12T00:00:00.000Z;10;28;AB;42;94;327;9
92906;2024-06-13T00:00:00.000Z;11;30;AB;32;82;319;10
92906;2024-06-14T00:00:00.000Z;13;32;AB;32;80;322;10
92901;2024-06-10T00:00:00.000Z;11;24;KGY;51;95;319;15
92901;2024-06-11T00:00:00.000Z;10;28;PB;34;94;310;16
92901;2024-06-12T00:00:00.000Z;11;29;AB;24;79;315;15
92901;2024-06-13T00:00:00.000Z;12;30;AB;23;78;320;15
92901;2024-06-14T00:00:00.000Z;12;32;AB;20;72;318;15
92904;2024-06-10T00:00:00.000Z;12;22;KGY;54;96;322;14
92904;2024-06-11T00:00:00.000Z;11;26;PB;40;85;320;15
92904;2024-06-12T00:00:00.000Z;13;29;AB;30;80;315;12
92904;2024-06-13T00:00:00.000Z;13;30;AB;26;73;324;13
92904;2024-06-14T00:00:00.000Z;15;31;AB;23;71;325;14
92907;2024-06-10T00:00:00.000Z;7;13;KGY;66;96;325;11
92907;2024-06-11T00:00:00.000Z;5;17;PB;49;92;330;11
92907;2024-06-12T00:00:00.000Z;7;19;AB;45;91;339;9
92907;2024-06-13T00:00:00.000Z;7;20;AB;38;91;337;11
92907;2024-06-14T00:00:00.000Z;9;21;AB;36;87;349;11
92903;2024-06-10T00:00:00.000Z;10;23;KGY;44;95;201;5
92903;2024-06-11T00:00:00.000Z;9;26;PB;33;80;271;11
92903;2024-06-12T00:00:00.000Z;10;28;AB;25;74;270;11
92903;2024-06-13T00:00:00.000Z;11;29;AB;23;59;229;9
92903;2024-06-14T00:00:00.000Z;11;30;AB;21;66;328;9
94310;2024-06-10T00:00:00.000Z;11;31;AB;17;67;307;5
94310;2024-06-11T00:00:00.000Z;12;33;A;15;61;302;15
94310;2024-06-12T00:00:00.000Z;14;34;AB;16;53;333;16
94310;2024-06-13T00:00:00.000Z;15;35;SCK;14;54;295;18
94310;2024-06-14T00:00:00.000Z;14;35;MSY;16;57;289;19
94304;2024-06-10T00:00:00.000Z;12;31;AB;17;67;1;8
94304;2024-06-11T00:00:00.000Z;14;33;A;16;54;299;14
94304;2024-06-12T00:00:00.000Z;16;34;AB;18;40;313;15
94304;2024-06-13T00:00:00.000Z;16;34;PB;17;51;264;15
94304;2024-06-14T00:00:00.000Z;15;34;MSY;19;55;242;23
94311;2024-06-10T00:00:00.000Z;14;34;AB;23;80;32;8
94311;2024-06-11T00:00:00.000Z;18;36;SCK;25;61;298;8
94311;2024-06-12T00:00:00.000Z;20;36;SCK;24;59;271;13
94311;2024-06-13T00:00:00.000Z;20;37;SCK;22;56;294;14
94311;2024-06-14T00:00:00.000Z;21;36;MSY;27;64;217;12
94305;2024-06-10T00:00:00.000Z;13;31;AB;20;55;85;6
94305;2024-06-11T00:00:00.000Z;15;33;A;17;49;341;10
94305;2024-06-12T00:00:00.000Z;17;34;AB;16;43;284;12
94305;2024-06-13T00:00:00.000Z;18;35;SCK;14;43;245;15
94305;2024-06-14T00:00:00.000Z;16;34;MSY;16;50;260;23
94312;2024-06-10T00:00:00.000Z;13;33;AB;23;74;335;10
94312;2024-06-11T00:00:00.000Z;16;34;A;19;70;333;10
94312;2024-06-12T00:00:00.000Z;17;35;SCK;20;60;328;12
94312;2024-06-13T00:00:00.000Z;18;35;SCK;19;55;309;15
94312;2024-06-14T00:00:00.000Z;18;36;SCK;20;55;248;19
94313;2024-06-10T00:00:00.000Z;14;37;SCK;17;70;155;8
94313;2024-06-11T00:00:00.000Z;16;39;SCK;15;66;326;10
94313;2024-06-12T00:00:00.000Z;18;40;SCK;15;54;324;10
94313;2024-06-13T00:00:00.000Z;19;40;SCK;14;53;276;14
94313;2024-06-14T00:00:00.000Z;19;40;SCK;16;51;236;21
94306;2024-06-10T00:00:00.000Z;14;34;AB;21;66;332;11
94306;2024-06-11T00:00:00.000Z;17;35;SCK;19;61;332;12
94306;2024-06-12T00:00:00.000Z;17;36;SCK;19;55;319;12
94306;2024-06-13T00:00:00.000Z;19;36;SCK;18;47;294;15
94306;2024-06-14T00:00:00.000Z;18;36;SCK;18;52;250;20
94301;2024-06-10T00:00:00.000Z;15;32;AB;15;63;71;10
94301;2024-06-11T00:00:00.000Z;18;35;SCK;15;53;315;14
94301;2024-06-12T00:00:00.000Z;17;35;SCK;16;51;304;15
94301;2024-06-13T00:00:00.000Z;18;36;SCK;15;53;303;16
94301;2024-06-14T00:00:00.000Z;19;35;SCK;18;51;250;17
94309;2024-06-10T00:00:00.000Z;13;34;AB;22;67;351;14
94309;2024-06-11T00:00:00.000Z;16;35;SCK;18;64;309;12
94309;2024-06-12T00:00:00.000Z;22;36;SCK;17;34;298;13
94309;2024-06-13T00:00:00.000Z;22;37;SCK;18;36;291;20
94309;2024-06-14T00:00:00.000Z;20;36;SCK;18;47;248;25
94302;2024-06-10T00:00:00.000Z;14;35;SCK;21;75;292;9
94302;2024-06-11T00:00:00.000Z;16;37;SCK;17;71;290;11
94302;2024-06-12T00:00:00.000Z;19;37;SCK;15;44;287;12
94302;2024-06-13T00:00:00.000Z;21;38;SCK;16;42;270;16
94302;2024-06-14T00:00:00.000Z;21;38;SCK;17;42;244;22
94303;2024-06-10T00:00:00.000Z;13;35;SCK;21;85;298;7
94303;2024-06-11T00:00:00.000Z;16;37;SCK;21;70;325;11
94303;2024-06-12T00:00:00.000Z;16;37;SCK;22;65;288;12
94303;2024-06-13T00:00:00.000Z;17;37;SCK;19;67;290;18
94303;2024-06-14T00:00:00.000Z;19;38;MSY;20;58;254;21
94308;2024-06-10T00:00:00.000Z;12;33;AB;22;65;333;11
94308;2024-06-11T00:00:00.000Z;15;34;A;17;63;337;13
94308;2024-06-12T00:00:00.000Z;16;35;SCK;19;51;332;13
94308;2024-06-13T00:00:00.000Z;17;35;SCK;16;53;284;14
94308;2024-06-14T00:00:00.000Z;16;35;MSY;19;56;220;19
94307;2024-06-10T00:00:00.000Z;14;34;AB;23;62;342;12
94307;2024-06-11T00:00:00.000Z;17;35;SCK;19;64;305;11
94307;2024-06-12T00:00:00.000Z;19;36;SCK;18;48;296;13
94307;2024-06-13T00:00:00.000Z;21;37;SCK;18;45;288;18
94307;2024-06-14T00:00:00.000Z;20;37;SCK;18;51;245;23
95003;2024-06-10T00:00:00.000Z;11;26;AB;27;74;7;13
95003;2024-06-11T00:00:00.000Z;13;29;AB;21;54;344;13
95003;2024-06-12T00:00:00.000Z;16;32;AB;19;43;337;18
95003;2024-06-13T00:00:00.000Z;16;33;AB;17;39;341;19
95003;2024-06-14T00:00:00.000Z;18;33;PB;18;40;336;18
95004;2024-06-10T00:00:00.000Z;13;29;AB;26;81;355;12
95004;2024-06-11T00:00:00.000Z;15;32;AB;23;56;302;10
95004;2024-06-12T00:00:00.000Z;18;35;SCK;17;41;358;15
95004;2024-06-13T00:00:00.000Z;19;35;SCK;16;39;292;15
95004;2024-06-14T00:00:00.000Z;19;35;SCK;15;40;283;15
95005;2024-06-10T00:00:00.000Z;8;26;AB;27;85;355;14
95005;2024-06-11T00:00:00.000Z;11;29;AB;20;59;345;14
95005;2024-06-12T00:00:00.000Z;13;32;AB;17;48;342;18
95005;2024-06-13T00:00:00.000Z;14;33;AB;16;45;349;18
95005;2024-06-14T00:00:00.000Z;15;34;PB;17;39;345;15
95006;2024-06-10T00:00:00.000Z;13;28;AB;27;83;6;11
95006;2024-06-11T00:00:00.000Z;15;31;AB;24;59;275;12
95006;2024-06-12T00:00:00.000Z;18;34;AB;19;41;331;14
95006;2024-06-13T00:00:00.000Z;18;35;SCK;17;45;291;18
95006;2024-06-14T00:00:00.000Z;19;35;SCK;16;40;292;14
95007;2024-06-10T00:00:00.000Z;11;26;AB;28;83;3;12
95007;2024-06-11T00:00:00.000Z;13;29;AB;23;59;334;10
95007;2024-06-12T00:00:00.000Z;17;33;AB;20;40;1;14
95007;2024-06-13T00:00:00.000Z;18;33;AB;19;45;312;14
95007;2024-06-14T00:00:00.000Z;18;33;PB;19;49;260;14
95008;2024-06-10T00:00:00.000Z;12;28;AB;31;90;354;13
95008;2024-06-11T00:00:00.000Z;14;31;AB;22;69;353;13
95008;2024-06-12T00:00:00.000Z;16;33;AB;18;57;339;16
95008;2024-06-13T00:00:00.000Z;16;34;AB;18;65;14;15
95008;2024-06-14T00:00:00.000Z;17;34;PB;17;61;357;12
95001;2024-06-10T00:00:00.000Z;13;25;AB;29;71;2;13
95001;2024-06-11T00:00:00.000Z;16;28;AB;24;46;337;12
95001;2024-06-12T00:00:00.000Z;19;31;AB;20;36;330;15
95001;2024-06-13T00:00:00.000Z;20;32;PB;18;36;327;17
95001;2024-06-14T00:00:00.000Z;20;33;PB;17;35;331;19
95002;2024-06-10T00:00:00.000Z;11;28;AB;29;78;355;15
95002;2024-06-11T00:00:00.000Z;13;30;AB;25;49;317;12
95002;2024-06-12T00:00:00.000Z;15;33;AB;20;47;348;16
95002;2024-06-13T00:00:00.000Z;15;35;SCK;18;42;318;17
95002;2024-06-14T00:00:00.000Z;15;35;SCK;17;44;310;18
91913;2024-06-10T00:00:00.000Z;10;28;AB;30;90;336;8
91913;2024-06-11T00:00:00.000Z;12;31;AB;28;78;285;11
91913;2024-06-12T00:00:00.000Z;16;33;AB;23;62;309;10
91913;2024-06-13T00:00:00.000Z;18;33;AB;24;52;291;9
91913;2024-06-14T00:00:00.000Z;17;34;PB;23;61;267;13
91914;2024-06-10T00:00:00.000Z;14;32;AB;23;67;193;9
91914;2024-06-11T00:00:00.000Z;18;35;SCK;22;53;58;8
91914;2024-06-12T00:00:00.000Z;20;38;SCK;18;48;326;10
91914;2024-06-13T00:00:00.000Z;22;38;SCK;18;43;307;14
91914;2024-06-14T00:00:00.000Z;22;39;SCK;14;50;308;15
91908;2024-06-10T00:00:00.000Z;13;29;AB;37;84;15;8
91908;2024-06-11T00:00:00.000Z;17;32;AB;27;63;307;12
91908;2024-06-12T00:00:00.000Z;19;34;AB;26;54;324;12
91908;2024-06-13T00:00:00.000Z;21;34;AB;25;52;328;11
91908;2024-06-14T00:00:00.000Z;20;35;SCK;25;56;300;11
91910;2024-06-10T00:00:00.000Z;15;29;AB;18;71;59;13
91910;2024-06-11T00:00:00.000Z;17;33;AB;16;59;32;11
91910;2024-06-12T00:00:00.000Z;20;36;SCK;12;52;319;12
91910;2024-06-13T00:00:00.000Z;22;35;SCK;15;39;313;8
91910;2024-06-14T00:00:00.000Z;21;36;SCK;14;51;22;15
91903;2024-06-10T00:00:00.000Z;15;35;SCK;23;78;92;9
91903;2024-06-11T00:00:00.000Z;18;38;SCK;17;66;29;7
91903;2024-06-12T00:00:00.000Z;19;39;SCK;18;61;300;11
91903;2024-06-13T00:00:00.000Z;20;39;SCK;20;61;293;8
91903;2024-06-14T00:00:00.000Z;22;40;SCK;16;61;279;10
91911;2024-06-10T00:00:00.000Z;14;29;AB;21;76;60;10
91911;2024-06-11T00:00:00.000Z;15;33;AB;16;58;34;10
91911;2024-06-12T00:00:00.000Z;19;36;SCK;14;52;333;11
91911;2024-06-13T00:00:00.000Z;21;35;SCK;16;43;324;11
91911;2024-06-14T00:00:00.000Z;19;36;SCK;16;50;17;12
91904;2024-06-10T00:00:00.000Z;11;30;AB;27;89;44;12
91904;2024-06-11T00:00:00.000Z;14;33;AB;24;65;22;10
91904;2024-06-12T00:00:00.000Z;16;35;SCK;19;61;12;8
